config,sharpe_1x,sharpe_2x,sharpe_3x,ret_1x,ret_2x,vol_1x,dd_1x,dd_2x,calmar_2x,turnover,gross_edge,cost_share,trades,long_gross,short_gross,top5,stage,cell,aw,vw,neut,power,cadence,phase,quantity,weekday,slot,F1,F2,F3,F4,worst,median_fold,npos
asia|volume|a126|v504|N|p1.0|c21|ph4,0.02196693536906031,-0.07935479110972876,-0.07935479110972876,-0.004615073230290867,-0.016702872470896413,0.12052807354215002,0.18186107824559317,0.18780833257029672,-0.08893573699476046,16.27105772579331,8.941651549508379,0.009390262974373523,7556,0.38034696754631847,-0.3227488207737046,0.029043993460747007,A2,asia,126,504,True,1.0,21,4,volume,1,1,-0.6535639026417065,0.39046220142140725,0.03827813819837259,0.045727067369199355,-0.6535639026417065,0.042002602783785974,3
asia|volume|a189|v378|R|p1.0|c21|ph4,0.18132562520823187,0.09660236568877378,0.09660236568877378,0.014376717531144223,0.004478537018261619,0.11573470063316484,0.1296920604759758,0.13262014880914108,0.033769657615954414,13.068495255882628,23.538991954447397,0.007372071446091223,6817,0.43320219767966955,-0.3114187043180913,0.023733913232956965,A2,asia,189,378,False,1.0,21,4,volume,1,1,-0.15643508341574727,0.14137423314662748,0.7069757180459022,-0.16156993717048074,-0.16156993717048074,-0.007530425134559898,2
asia|volume|a189|v189|N|p1.0|c21|ph4,0.15747478533608622,0.06584101491568406,0.06584101491568406,0.011710422757891026,0.0007563472700715668,0.11880561111384583,0.15426616326603582,0.1680706212997547,0.004500175368083028,14.50356357739993,20.140310397823452,0.008182799157032485,6713,0.42361285211917465,-0.3079707799253898,0.025910854337460165,A2,asia,189,189,True,1.0,21,4,volume,1,1,-0.6197274464142233,0.02436951566857818,0.304802662307701,0.6769442295803281,-0.6197274464142233,0.1645860889881396,3
asia|volume|a189|v252|N|p1.0|c21|ph4,0.2138535803399868,0.12285128771470763,0.12285128771470763,0.0185010081103969,0.007555794680249139,0.11872815236681367,0.14654418034732575,0.15010228974938777,0.050337637706022786,14.39316073075364,24.913705623096796,0.008090277616129099,7114,0.45302990520250747,-0.3110687625095995,0.026480149269920913,A2,asia,189,252,True,1.0,21,4,volume,1,1,-0.5626431686317858,0.21337986465679032,0.44598973054467617,0.5601276037786019,-0.5626431686317858,0.3296847976007332,3
asia|volume|a189|v378|N|p1.0|c21|ph4,0.18810745274938498,0.0978246321610257,0.0978246321610257,0.01530682827385843,0.0045941178968258445,0.1174869534008729,0.13374261908550555,0.144958359861998,0.03169267299381351,14.13340075330788,23.006978532779527,0.007965015677502853,7234,0.45474083911787105,-0.3260104021412056,0.02626817237487863,A2,asia,189,378,True,1.0,21,4,volume,1,1,-0.45397766144300417,0.16022783152603645,0.5423140778734072,0.3116851268184267,-0.45397766144300417,0.23595647917223156,3
asia|volume|a189|v504|N|p1.0|c21|ph4,-0.025045335483105866,-0.11447969945612814,-0.11447969945612814,-0.010001463393478072,-0.020474988918594228,0.11885206244474265,0.16893374496565172,0.182622772418933,-0.11211629660086976,14.165420081836205,5.197336957457027,0.008049829126097157,6875,0.4224775275043646,-0.393331101040847,0.02671795289747997,A2,asia,189,504,True,1.0,21,4,volume,1,1,-0.5229829107912889,0.24012195769104266,-0.0029740124149908206,-0.06362497338009881,-0.5229829107912889,-0.033299492897544816,1
asia|volume|a252|v378|R|p1.0|c21|ph4,0.10350141820251531,0.02695836640132144,0.02695836640132144,0.005268065425956481,-0.0036523774876332515,0.11640501626672424,0.14923482009419542,0.17254228298285912,-0.021168014149877047,11.887213086672569,17.46746632768012,0.0067554144938134,6355,0.4038953606026312,-0.32169287586442846,0.024768778979104022,A2,asia,252,378,False,1.0,21,4,volume,1,1,-0.13836659216285868,0.1207058550656485,0.002290492448189856,0.1557620815442193,-0.13836659216285868,0.061498173756919176,3
asia|volume|a252|v189|N|p1.0|c21|ph4,0.15489302415279177,0.07183280966445438,0.07183280966445438,0.011399926696922691,0.0014432035696727574,0.11910443024383285,0.16904928783030404,0.1790202503961973,0.008061677751420538,13.199178603987075,21.117941621077335,0.0075176325130576725,6291,0.4050526828636917,-0.29470239430712364,0.027050594688411245,A2,asia,252,189,True,1.0,21,4,volume,1,1,-0.599587921887472,0.01120377010586547,-0.14263809275089365,1.1559699046324319,-0.599587921887472,-0.0657171613225141,2
asia|volume|a252|v252|N|p1.0|c21|ph4,0.09264182859152972,0.010219694565641776,0.010219694565641776,0.00394222686328094,-0.0058251065526294665,0.11860033002653779,0.15898143054010583,0.17737863441891544,-0.03283995601675623,13.039842233343547,15.618129173269374,0.00745123778814182,6336,0.3891343267887017,-0.3085081010689341,0.026957280704766138,A2,asia,252,252,True,1.0,21,4,volume,1,1,-0.5184075774683582,0.016360811182797173,-0.253564861229299,0.8894382574890811,-0.5184075774683582,-0.11860202502325091,2
asia|volume|a252|v378|N|p1.0|c21|ph4,0.05532392756703524,-0.02854478509227796,-0.02854478509227796,-0.00035398553923615683,-0.010071968357971639,0.1164362154529135,0.14507478667698848,0.15666997962190488,-0.06428780026829992,13.027284939218445,12.343388935042272,0.007465223487805263,6332,0.43075329788210603,-0.36709378536262494,0.025128361392785764,A2,asia,252,378,True,1.0,21,4,volume,1,1,-0.6483206593032542,0.19684302667413328,-0.34387670941845006,0.7961354395373129,-0.6483206593032542,-0.07351684137215839,2
asia|volume|a252|v504|N|p1.0|c21|ph4,-0.02917604016397741,-0.11245654257501822,-0.11245654257501822,-0.010232011029408516,-0.019838491500781097,0.11705362428958241,0.1563227168594351,0.1820019914681249,-0.10900150784479483,13.005066879879005,4.711950795958683,0.007454712959395784,6296,0.4117620453164208,-0.3875021836955374,0.024377185447047235,A2,asia,252,504,True,1.0,21,4,volume,1,1,-0.5028978911837537,0.4423696100799532,-0.5164197751201918,0.18439309004110138,-0.5164197751201918,-0.15925240057132617,2
asia|volume|a315|v378|R|p1.0|c21|ph4,0.06182685648278326,-0.009948955179286364,-0.009948955179286364,0.0004299177151729783,-0.007861471329949299,0.11588085282502701,0.1852932870201467,0.19868022540679864,-0.03956846391659211,11.077943357299375,13.956196807799527,0.006318140545939997,6716,0.43037919516118006,-0.3691721790226642,0.024687582476823542,A2,asia,315,378,False,1.0,21,4,volume,1,1,0.047613740866978074,0.2700316676666773,0.09355265470007952,-0.4530654884335446,-0.4530654884335446,0.0705831977835288,3
asia|volume|a315|v189|N|p1.0|c21|ph4,0.025677360824909113,-0.05230318585201267,-0.05230318585201267,-0.004096874428082042,-0.013345520169420144,0.1195925270930038,0.15324237854037792,0.16893091117711168,-0.07899987087282294,12.424128072257515,9.647386196873807,0.007156239990956315,6416,0.4379460045647674,-0.39049443672456274,0.028592122367041325,A2,asia,315,189,True,1.0,21,4,volume,1,1,-0.37112030258600226,0.15800141755990585,-0.2440430572005362,0.31575721656609046,-0.37112030258600226,-0.04302081982031518,2
asia|volume|a315|v252|N|p1.0|c21|ph4,0.09040389960978647,0.01227592866932045,0.01227592866932045,0.003684876075863208,-0.005547581886046649,0.11825397490206106,0.14654083549693986,0.1489036843122904,-0.03725617610919487,12.305533127558773,15.962689444890058,0.007076413990238105,6533,0.4513767955431545,-0.37361227816062176,0.02664480748310729,A2,asia,315,252,True,1.0,21,4,volume,1,1,-0.3030013759307237,0.33889656840713855,-0.10022180415699908,0.16807485076157377,-0.3030013759307237,0.03392652330228735,2
asia|volume|a315|v378|N|p1.0|c21|ph4,-0.09783563963688945,-0.1757084619589933,-0.1757084619589933,-0.01834450339050031,-0.027328201188382972,0.11794196132862865,0.15916521461751976,0.18263442010002384,-0.1496333559326663,12.240208766610248,-2.073521328895567,0.007071091831063453,6373,0.4342622048346464,-0.44431003567147576,0.026771721785296534,A2,asia,315,378,True,1.0,21,4,volume,1,1,-0.6247252230835011,0.43643426731776247,-0.30288361783781015,-0.1294823945817659,-0.6247252230835011,-0.21618300620978803,1
asia|volume|a315|v504|N|p1.0|c21|ph4,-0.17734481937936653,-0.25660401496297547,-0.25660401496297547,-0.027314822621262724,-0.03632852541259879,0.11727465213039916,0.2002276067358575,0.22232228404549292,-0.1634047867426777,12.39073609504731,-9.410104697780385,0.007172723616653361,6714,0.42737713981616093,-0.4735372190186018,0.025866225149642343,A2,asia,315,504,True,1.0,21,4,volume,1,1,-0.5424476673466571,0.514123554702644,-0.6368319312794634,-0.34642866796192195,-0.6368319312794634,-0.4444381676542895,1
asia|volume|a378|v378|R|p1.0|c21|ph4,0.47399828228946805,0.40781276862989935,0.40781276862989935,0.04894427021336334,0.041019646355233474,0.11474641088436986,0.15909524708742273,0.16125404008949595,0.25437903033293047,10.10241950167112,61.25087669204398,0.005664660802592286,6477,0.4034045542479605,-0.1584346737090868,0.025664543315057454,A2,asia,378,378,False,1.0,21,4,volume,1,1,-0.36012494426644265,1.2133683107909956,0.8557118354739197,0.16663145997011575,-0.36012494426644265,0.5111716477220177,3
asia|volume|a378|v189|N|p1.0|c21|ph4,0.49725605451657207,0.42350510407368114,0.42350510407368114,0.052650774275990075,0.04361303287565188,0.11700369272667842,0.16374499962576605,0.16590444324327835,0.26288043902295466,11.489613132559013,57.8335400595349,0.006468024537294803,6155,0.46583519968938336,-0.20277195942082382,0.027534138623773994,A2,asia,378,189,True,1.0,21,4,volume,1,1,-0.6470570791872752,1.036621497174833,0.7818744675939582,0.786171929367734,-0.6470570791872752,0.7840231984808461,3
asia|volume|a378|v252|N|p1.0|c21|ph4,0.40315105852918914,0.3283439921310938,0.3283439921310938,0.040882059409723004,0.03187778245250383,0.11618340253920464,0.1667941740768656,0.16895070997592176,0.18868096178493088,11.576637839347113,47.71674477022907,0.006542568748106295,6315,0.4308364249733447,-0.21214677056321044,0.02623770757894071,A2,asia,378,252,True,1.0,21,4,volume,1,1,-0.6926396402130091,1.0737221036953752,0.769691647589666,0.4408695113593016,-0.6926396402130091,0.6052805794744838,3
asia|volume|a378|v378|N|p1.0|c21|ph4,0.28110746827131233,0.20719183089994367,0.20719183089994367,0.026255961557207552,0.017471245965383186,0.11634226103225044,0.17037425097472536,0.17259481913443708,0.10122694327095955,11.452196556215934,35.84867992241286,0.00649140376612658,6635,0.4251985808726396,-0.26266730524328713,0.026572616875763615,A2,asia,378,378,True,1.0,21,4,volume,1,1,-0.9972022901039309,1.1373543734821971,0.586656819464221,0.43929255031337355,-0.9972022901039309,0.5129746848887973,3
asia|volume|a378|v504|N|p1.0|c21|ph4,0.12139129491707244,0.047194404107456796,0.047194404107456796,0.007365268216200205,-0.001336692849243537,0.11689598967871682,0.17100260303576031,0.17314699846370518,-0.007719988571004496,11.55191296224093,19.554435550042385,0.006590776527057226,6613,0.4113144170038794,-0.32188628174709366,0.026920673425277045,A2,asia,378,504,True,1.0,21,4,volume,1,1,-0.9536500698883557,1.2597075251463583,0.023160584954285076,0.11571124391572737,-0.9536500698883557,0.06943591443500623,3
